Filename,GLRLM1,GLRLM2,GLRLM3,GLRLM4,GLRLM5,GLRLM6,GLRLM7,GLRLM8,GLRLM9,GLRLM10,GLRLM11,GLCM1,GLCM2,GLCM3,GLCM4,GLCM5,GLCM6,GLCM7,GLCM8,GLCM9,GLCM10,GLCM11,GLCM12,GLCM13,GLCM14,GLCM15,GLCM16,GLCM17,GLCM18,GLCM19,GLCM20,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,isRegular
dnm (11).bmp,0.00062752816074108,6738.7763458094,21443.723691776,441.97150851529,0.56492396763393,0.83773204831374,11.754393820823,0.00050715830543891,0.0018741735368764,5553.6369930953,595562.68353657,5320.4351259187,1897.2407337743,0.8486862766528,2438180864.8809,7470823.2585606,18.398408518553,0.013462602088877,-0.012773687459658,0.30408899880619,0.11398476441268,13678.793061187,172.4295066721,52917.016953103,-0.017867850170298,1897.2407337743,-0.058700016625829,0.3429144555468,0.152682314952,0.94633591813839,0.97931192440021,0.0025974687949009,2.2835723821451e-09,1.1032572126076e-11,1.6848394087507e-06,-6.583355141664e-23,1.5692612624316e-16,-3.5340692904132e-23,0
dnm (12).bmp,0.00058296306057151,6559.6342105462,18917.937127492,465.83816309923,0.53382655552455,0.80924731409073,12.880216513558,0.00045423126901645,0.0020604903564048,5331.7932547406,635448.92247699,5191.7645393705,2014.3273456848,0.8375341416918,2439929714.4058,7382502.782853,17.858208721277,0.013576978331446,-0.012887968803592,0.31801695617873,0.11398476441268,13253.49266549,168.38667878826,51141.591322272,-0.018543507268759,2014.3273456848,-0.064980398354288,0.33101865296986,0.1528720622018,0.94911257430879,0.97869416168366,0.002659315711877,1.1941917879964e-10,5.5362129575102e-13,1.7711523923724e-06,-3.7688391469417e-22,2.4816211276768e-16,-3.9451472348899e-23,0
dnm (13).bmp,0.00057051460822749,6219.8449936079,22153.052979585,503.00759759047,0.57163347516741,0.84444016913361,11.612913392645,0.00046933853561878,0.0016642048847035,5119.8267325205,587962.80975657,5187.1027642471,1911.7082040189,0.84439942644805,2423328199.6962,7337136.4288022,18.249171865367,0.013484726828198,-0.012795810460021,0.29713857631648,0.11398476441268,13276.533281898,168.89432270604,51191.70272124,-0.018637752917935,1911.7082040189,-0.057212667357952,0.32960623672654,0.15233619851433,0.94689083709713,0.97940665281603,0.0026601689194238,2.5677476980763e-10,4.3146937126373e-13,1.756125054644e-06,-9.0198236812619e-24,-1.0233171948403e-17,6.549061838023e-25,0
dnm (14).bmp,0.0010900422253908,5575.103814179,25168.651502266,494.78663110333,0.606689453125,0.8720025314071,10.605455770561,0.00088305647476131,0.0033713463814585,4673.0297075127,549783.39476278,5650.0759570676,2076.1172555044,0.84479122125292,2753824031.4265,8032768.3082317,20.232065790986,0.013410437872699,-0.012721554178572,0.28235330821755,0.11398476441268,12839.208726765,156.77446523924,49260.329600301,-0.018103678329021,2076.1172555044,-0.050128976450974,0.3383130116722,0.1522575511423,0.94074941534856,0.97767935610775,0.0029478991868517,6.2396685698488e-10,5.4596298697655e-13,2.182948595281e-06,-5.808630379323e-23,-1.8764931242822e-16,7.6929688695555e-24,0
dnm (15).bmp,0.0010689517110354,6754.6636815056,21540.688797101,433.21729603259,0.56570434570312,0.83880309903044,11.850175113419,0.00075677646226256,0.0052847930937793,5506.9123018859,601014.42897267,5486.1255003243,2094.2568941555,0.83978533951339,2517248044.7037,7723214.4077567,19.207258325757,0.01343944359906,-0.012750546583376,0.30524162754818,0.11398476441268,13777.847628708,171.4459909924,53437.59862557,-0.017486897646853,2094.2568941555,-0.058448405792473,0.35156739111,0.15281601557404,0.94474351984979,0.97767627432153,0.0026168847132861,4.7110066016175e-10,2.1855968684694e-11,1.7361243132156e-06,-5.8928354690467e-21,2.4413900303781e-15,4.8971671875427e-21,0
dnm (16).bmp,0.0011825292998079,6741.6951943679,21054.820723379,446.99121515174,0.5601065499442,0.83373687181902,12.024889225164,0.00078934695176466,0.0082049687428377,5468.081065738,607351.88109923,5534.5190026219,2130.3636791122,0.83866980428695,2559331633.9903,7820435.1539674,19.068884082051,0.013471068316522,-0.012782160355275,0.30985260488541,0.11398476441268,13744.795157295,170.36298943541,53297.066049475,-0.017738225262908,2130.3636791122,-0.060510419113379,0.34869948989423,0.15289343437051,0.94550329410485,0.9774733913976,0.0026387879510106,1.5977693921023e-09,2.6234057612603e-11,1.7881054257597e-06,-6.8144284840004e-21,4.338629399096e-15,4.0201383481877e-21,0
dnm (17).bmp,0.00086257265008202,6151.0507700162,26346.906266379,467.53321764519,0.61557878766741,0.88429403896069,10.409577461136,0.00071190040327249,0.0024735527283714,5176.522568272,542875.27508354,5656.7081612475,2036.2010355602,0.84747223712014,2687344905.0067,8023700.2421884,21.29884426889,0.013339588182274,-0.012650756410862,0.26720550478512,0.11398476441268,13526.322020227,165.5794382269,52085.449280848,-0.01774304318396,2036.2010355602,-0.044813679706464,0.3487017351932,0.15220026965286,0.93652916762117,0.97774819652602,0.0027577552007244,6.32691480498e-09,1.4380098178293e-11,1.8275521247229e-06,-1.7976378743477e-21,4.0561587554676e-15,1.4264423401162e-22,0
dnm (18).bmp,0.0010972318470539,6303.4531414414,26480.858075221,439.71853075648,0.61807686941964,0.88511741392675,10.332407687339,0.0009129906062558,0.0028004691467,5291.8559961182,542157.1072232,5881.9773070134,2113.7972924961,0.84768522533645,2787077592.6203,8319650.5190078,22.094511844676,0.013323325857625,-0.0126344962326,0.26394980074041,0.11398476441268,13800.297622958,165.7527874437,53121.3958809,-0.017237994708315,2113.7972924961,-0.043653705686968,0.35559045417698,0.15232444899402,0.93419839769943,0.97689351319166,0.0027812489560198,6.3121712345719e-09,2.3751202605155e-11,1.8951572474119e-06,-8.8382177182598e-21,5.107367547742e-15,7.6570662163096e-22,0
dnm (19).bmp,0.00068585354735295,6152.4082564146,25005.564886477,463.43948842528,0.60295758928571,0.87160585450663,10.721908006469,0.00057315523327133,0.0018103649303006,5146.1867189947,555132.7197527,5296.7258169944,2041.0036155783,0.83845883492517,2453915963.3852,7440652.8609638,20.105186160486,0.013370597967243,-0.012681747214036,0.27433907475312,0.11398476441268,13364.621240828,168.00854781237,51460.672830858,-0.017602633109938,2041.0036155783,-0.048540881007936,0.3462230233849,0.15228639984903,0.94091163061617,0.97806463125866,0.0026678070187027,1.1364300737931e-09,3.1354620852728e-12,1.7876908116862e-06,2.3932082534161e-24,-1.062887384459e-17,1.0475116826912e-24,0
dnm (20).bmp,0.00078108891398657,6028.3980070068,22769.754639965,466.80489859872,0.58202253069196,0.84942648183509,11.234604986976,0.000619703798251,0.0024036095011649,4997.0419976728,575223.82715838,5416.8532252159,2022.8825198282,0.842660260298,2581161616.479,7681314.4243863,18.844336813066,0.013430579245894,-0.012741703682174,0.28996931968354,0.11398476441268,13097.781638808,163.52815135271,50437.542208972,-0.017813292777929,2022.8825198282,-0.055257593913506,0.34354595328256,0.15252842902892,0.94543833058048,0.97852685215094,0.002768981252419,1.0966046230367e-09,2.5337843200439e-12,1.8786879833423e-06,-1.1955280812295e-23,-1.2286782525803e-16,-7.5247103587352e-24,0
dnm (21).bmp,0.00076426212593667,6023.4681533339,22011.123314174,468.92407630254,0.5734122140067,0.841821295766,11.499815160841,0.0006100066051918,0.002330327794413,4953.1979311376,585577.15678188,5305.7355316896,2106.9255828292,0.83435114139416,2533544751.5615,7565704.9278657,19.090488730054,0.013441660915797,-0.01275277842583,0.29315740489364,0.11398476441268,13046.097857263,163.97901188125,50224.729168084,-0.018017965766209,2106.9255828291,-0.05624086503333,0.33993579483351,0.1524636906129,0.94515100766079,0.97780559194382,0.002751050337465,4.2403383617643e-10,2.8556418745314e-12,1.8659411695904e-06,-3.7013101601894e-23,-1.0589153839277e-16,1.0995768110121e-24,0
dnm (22).bmp,0.0010028165036988,5763.7789462366,24443.952868028,460.29591924096,0.59914289202009,0.86599973582302,10.780138453607,0.0008172359067514,0.0027218062062209,4786.2235524165,557454.66850193,5541.2259071167,2180.7813254334,0.83559468349916,2665386607.3816,7869084.4432041,20.472099438854,0.013415687484183,-0.012726787056689,0.28008590490083,0.11398476441268,12951.925788535,159.61838406638,49829.089301821,-0.017694744208632,2180.7813254334,-0.050160525655054,0.34535067288811,0.15249930616775,0.94057991616465,0.97690089549103,0.0028507060143699,4.4459901342643e-11,5.8269876434752e-12,2.0374986928543e-06,-7.1059969202923e-23,3.6152865499947e-17,8.4993898050465e-24,0
dnm (23).bmp,0.0010471436367991,5785.2503064605,25999.372891389,439.42154454501,0.61354282924107,0.88057914632132,10.444395198155,0.00084852160556623,0.003131810534439,4865.0079638894,543433.70681994,5508.6555860301,2222.483834394,0.83215336039889,2642454347.9987,7823129.9935619,21.774940698246,0.01332443369703,-0.012635611209449,0.26332480282184,0.11398476441268,13003.07176947,160.3465051151,49973.37043994,-0.017263083660065,2222.483834394,-0.044584392847524,0.35408695885667,0.15226992752766,0.93607337276715,0.97625216478044,0.002841363596155,3.8777674685444e-10,4.1235555837043e-12,1.9987690194716e-06,-2.6119449590367e-22,4.7200437697035e-17,-3.4754315460282e-22,0
dnm (24).bmp,0.0018773802436074,7389.7428164928,22608.074155545,326.7182092035,0.56750052315848,0.85559863131925,11.932008141495,0.0011631057348748,0.019637612648446,6159.3643477283,596704.35297163,6155.994799913,1745.9278242787,0.87580480612233,2735827619.4114,8389642.6810509,18.881250195931,0.013426888067606,-0.012737854726692,0.29912784725159,0.11398476441268,14407.493005146,171.85910739104,55910.997791562,-0.016117076339388,1745.9278242787,-0.054102595051942,0.38882595755989,0.15374201116489,0.94342020813016,0.98046173769987,0.0026715707080189,1.1222162404285e-08,5.099625120492e-12,1.7531815717453e-06,-1.0420386367874e-20,5.7368684913154e-15,-6.5692175253485e-21,0
dnm (25).bmp,0.0020050761884989,6669.680588804,27864.697078964,369.4450627886,0.62628173828125,0.8991724165745,10.292241001041,0.0015235692683614,0.0080573044051824,5664.9269730625,539718.49489797,6109.3056524125,2192.1260697828,0.84793349772501,2771194656.0816,8451823.1379539,23.926429250656,0.013322696292981,-0.01263382130005,0.2597934790242,0.11398476441268,14104.783420048,167.32627459586,54632.10657428,-0.016272568676475,2192.1260697828,-0.041260515500622,0.37625963954297,0.15287566665235,0.92828996601419,0.97529610277444,0.0027619251401973,4.9818797031251e-09,3.8400241771606e-11,2.0026515596799e-06,-4.018603812116e-21,5.5245292405971e-15,5.5885804678605e-21,0
dnm (26).bmp,0.0020391025689371,7322.3739913763,22284.107288969,334.87168589078,0.56271798270089,0.85312574615131,12.151899736358,0.0012401747655574,0.027169469148354,6076.8138035847,603235.03066837,6205.4399003397,1748.0891563999,0.87653863914264,2767640516.2142,8465260.198683,18.874008589611,0.013451480016767,-0.012762384279983,0.29992874900774,0.11398476441268,14371.414167354,170.87128123139,55772.382846092,-0.016217780748941,1748.0891563999,-0.054356868255132,0.3861411959017,0.15381501356591,0.94346287504409,0.98044901697935,0.0026982997599169,1.1637561285329e-08,4.7344258523969e-12,1.7879231680187e-06,-4.993930620855e-20,1.4288442352186e-14,-1.2581148176304e-20,0
dnm (27).bmp,0.0009320016709874,6429.6853139033,23022.338687712,429.00653494051,0.58434622628348,0.85235858817072,11.206324267584,0.00070960712224013,0.003414218425696,5323.9850481435,575726.9470078,5590.0040606972,2068.8632297773,0.84386143380904,2623954532.1975,7891562.2758688,19.511118425865,0.013380649817677,-0.012691802777477,0.29265279653524,0.11398476441268,13534.868487447,166.80288305799,52257.599164933,-0.017252281231137,2068.8632297773,-0.054128450622402,0.35601647035367,0.15263458501843,0.94334479788241,0.97796919570361,0.0027303898242245,7.7588905769769e-10,1.1571969217783e-11,1.8423333686356e-06,3.303709340728e-22,-1.4159921388787e-15,2.1807321688997e-21,0
dnm (28).bmp,0.00087327367271468,6306.3801240977,23756.126451647,454.84395585446,0.59313528878348,0.85891374711311,10.936801650092,0.00069683045086958,0.0025682489132777,5224.0641860425,565886.98429104,5542.2916269929,2082.2801341735,0.84187068764863,2616510209.597,7863633.3508808,19.650448812397,0.013392691476751,-0.012703833374047,0.28781787690731,0.11398476441268,13483.00901037,166.7235127538,52053.786927884,-0.017550995474774,2082.2801341735,-0.052890228131382,0.34843274027108,0.15247155010781,0.9429060585792,0.977867616102,0.0027243010121908,1.3090438700674e-09,2.0945678325089e-11,1.8586094969523e-06,-2.6861295698035e-21,1.0540001841113e-15,4.0637455166225e-22,0
dnm (29).bmp,0.00074311046757855,5888.2449451985,26234.562385606,467.96151401717,0.61573137555804,0.88198476030451,10.413275183055,0.00062633147713255,0.001880532228408,4954.062265055,542767.13830728,5293.2391552691,2131.983625401,0.83237206318144,2494597790.1698,7496306.537664,21.515690147027,0.013339202723391,-0.012650370074775,0.26343777062129,0.11398476441268,13189.150133138,165.2656196119,50623.492951177,-0.017649104444955,2131.983625401,-0.044231277723253,0.34595342282192,0.15211295852371,0.93635314865054,0.97705395627716,0.0027324308042548,1.0211843819057e-10,4.8015516107501e-13,1.8493455583023e-06,-3.8432789335659e-24,2.8793578162233e-17,-2.8690552646204e-26,0
dnm (30).bmp,0.0010829119874117,6076.0497135833,25941.926467651,450.23980948887,0.61488996233259,0.8790549862029,10.412867918267,0.00087958716918174,0.0029658020198977,5160.2073114855,543481.6872263,5781.4354657352,2040.5708329415,0.85004078756106,2753035140.1338,8136785.3001154,21.081496807633,0.013372285469107,-0.01268342038561,0.26947669551245,0.11398476441268,13152.827187249,160.47669205931,50924.071860725,-0.017546446244997,2040.5708329415,-0.045932934266974,0.34917976330702,0.15237708996143,0.93738983574086,0.97770387075174,0.0028876617356427,2.5671726683478e-09,1.8888974175105e-11,2.1110683263713e-06,-6.2534508848344e-22,-2.9941004332954e-16,-2.3343447843436e-21,0
dnm (31).bmp,0.00071042169799018,5959.9895748774,21138.382690061,471.82385544188,0.56130981445312,0.83339951765406,11.925778380471,0.00057338110421912,0.002156918187973,4854.6665913755,599652.58697722,5320.4138432331,1995.2551333898,0.84209924592911,2538005838.3617,7558348.8118404,18.503699175523,0.013464139556603,-0.01277523488083,0.30134614148845,0.11398476441268,13020.859541466,163.65816587772,50066.874977954,-0.018236214832406,1995.2551333898,-0.058170451767715,0.33627239305569,0.15246522615637,0.94653090799,0.97877001605119,0.0027717479531572,6.6242871081097e-10,4.8150526279235e-13,1.8819195445435e-06,-1.6643307727912e-23,3.6239726588891e-17,-1.7331895629531e-24,0
dnm (32).bmp,0.00065153919328563,5758.1128705028,24754.345524029,528.80127453138,0.60550798688616,0.86701803946329,10.573713735244,0.00055532289777628,0.0014959508114218,4776.6692846881,550565.33584372,5249.1407385265,1995.0599966561,0.84031063860341,2491740995.2356,7465460.5572647,19.632041756795,0.013420184031307,-0.012731303509883,0.27955762432611,0.11398476441268,13073.812985881,165.14927845178,50272.042505771,-0.018576036447179,1995.0599966561,-0.050299606020444,0.32845392629866,0.15196257886962,0.94234305723532,0.97849745045005,0.0027615684125956,1.030431069712e-09,9.0307100260009e-13,1.8741700837011e-06,-4.6962169283755e-22,1.2589307928203e-16,-3.1952421081172e-23,0
dnm (33).bmp,0.00062970650450706,6206.391939649,21896.096999328,491.59706404189,0.56861223493304,0.84220875675039,11.709834384394,0.0005125826149207,0.0018996533340893,5118.2576422596,591584.06278254,5295.2902649109,1979.7630385488,0.84250594095412,2505284175.385,7522248.2011832,18.616482230373,0.013492810709022,-0.012803874999867,0.29579909745671,0.11398476441268,13234.320388183,166.62689008015,50931.594734973,-0.018453799572919,1979.7630385488,-0.056715554349068,0.33072211249958,0.15242003566218,0.94600382035143,0.97885817540696,0.0027086819078158,3.1513928954318e-10,1.4454333065485e-12,1.8139357455679e-06,-5.6121401499332e-24,2.5951771368748e-17,-8.2437769965751e-25,0
dnm (34).bmp,0.00062531086865664,6010.2571684012,20566.544127601,546.58276832862,0.55357142857143,0.82529910421541,12.267702376905,0.00050294433168397,0.001957112207772,4892.1860955726,612933.19215258,5258.8073829433,1960.9946706793,0.84285270705794,2515296306.1855,7499831.3155804,18.155051882504,0.013621494846831,-0.012932426957255,0.30764034598016,0.11398476441268,12988.786473993,164.31570477653,50002.312481267,-0.019614961240646,1960.9946706793,-0.060080019473427,0.31286725179542,0.1523898631575,0.94759172391517,0.97907727422039,0.0027608130052111,1.0317980448331e-11,4.8734399761411e-13,1.9066534708624e-06,-7.3568576045571e-24,-6.5713081761754e-18,-4.9082034460481e-24,0
dnm (35).bmp,0.0011527606030657,5765.3573565155,24850.072287452,435.05557562414,0.60176740373884,0.87056870784825,10.724532488843,0.00092107070518497,0.0035660440030254,4839.208337391,553389.88660041,5658.1476506095,2111.0338986593,0.84278123521083,2735578360.238,8014721.0819713,20.676343041057,0.013378156291806,-0.012689291202562,0.27502189223652,0.11398476441268,12989.371142972,158.34449355779,49822.109717291,-0.017387264923712,2111.0338986593,-0.047915695355709,0.35154539061131,0.15249305297057,0.93930560127758,0.97742151816959,0.0028766195466537,1.9220277693204e-10,2.1953096268387e-12,2.0630384694645e-06,2.4524940635106e-23,-5.6469573090521e-17,2.2785066446917e-23,0
dnm (36).bmp,0.0011892803961532,5785.3898186549,21888.011282485,455.01322441312,0.56932721819196,0.84093337466741,11.698450084462,0.00089376898219627,0.0045654605149426,4757.6607065723,590740.72145758,5500.9038109043,2147.4007178909,0.83669070952796,2664703750.1479,7828129.997869,19.56106774507,0.013489352334796,-0.012800390367167,0.3072293488794,0.11398476441268,12860.587376042,158.5009927166,49279.275762866,-0.017972071836361,2147.4007178908,-0.058316939479504,0.3428487456925,0.15284211964017,0.94371282096897,0.97742635760683,0.002891139238394,3.9494123894252e-09,2.7875937852595e-12,2.0040425760259e-06,-2.5512755526223e-22,-1.7002042620627e-15,2.7369708295906e-23,0
dnm (37).bmp,0.0024903988159208,5778.6325605756,21146.288616319,484.87000281475,0.55624825613839,0.83808638976665,12.091564318701,0.0016887536981197,0.013758100859012,4841.8062292182,599954.25237665,6198.6760719097,2248.0554353846,0.84650306126544,3159085415.7598,8908116.809672,21.409981504122,0.013659525552426,-0.012970329374614,0.30270892405893,0.11398476441268,12571.372042927,145.10331567343,48103.126041787,-0.018707911716998,2248.0554353846,-0.055409304293612,0.32237836658003,0.15297133381343,0.93783363150224,0.97582843219901,0.0032786235121106,2.1587423953962e-09,3.7969656288227e-12,2.7409354263351e-06,-4.7524257508265e-21,4.6857707388633e-15,-6.6629583212601e-21,0
dnm (38).bmp,0.0013123313716769,5841.7542208218,24510.667834397,421.73602125476,0.59829711914062,0.86748910482745,10.816080727708,0.0010248834328367,0.0044351005102159,4885.1253294675,557634.2651299,5694.4300159707,2219.8939778677,0.83688313590143,2748998173.7424,8074108.2834576,21.388747818636,0.013366272419725,-0.012677413187155,0.27491327707952,0.11398476441268,13012.544173877,157.93998766941,49948.004063315,-0.017217324683067,2219.8939778676,-0.047562812704299,0.35559096516052,0.15254204517825,0.937510023708,0.97633586481774,0.0028961223637266,6.4314798638347e-10,8.8178868767256e-12,2.1213670340472e-06,3.7242729156982e-23,-1.3140608491657e-16,6.5246436300186e-23,0
dnm (39).bmp,0.0025076427089668,5429.2999336756,21150.893840999,480.05793083464,0.55445207868304,0.83908434960779,12.208437414074,0.0017579478195566,0.013553210346634,4489.9040395581,602021.91117668,6105.714594229,2378.966002069,0.83695047635092,3149239981.2799,8832411.18669,21.625521176213,0.013732897814632,-0.013043488092283,0.30342464259923,0.11398476441268,12385.991282935,142.60464277877,47143.268008403,-0.018792461684413,2378.966002069,-0.055239708590065,0.31885028452122,0.15322488807074,0.93781234281785,0.9751238368266,0.003343302250293,3.0086075607333e-10,1.0333083045531e-11,2.7758624349071e-06,2.4373106534411e-21,-2.3680711501137e-15,-7.0824554155398e-21,0
dnm (40).bmp,0.0037408374271882,5153.7295744019,21261.655614966,453.70638610083,0.55572509765625,0.84073450472135,12.222890772302,0.0023575960969959,0.030198240244817,4263.8363805633,599003.35971391,6262.7412311927,2283.0314168678,0.84582996043171,3345132705.4946,9185760.8250034,20.280045351474,0.013906051240922,-0.013215816285545,0.32289666830624,0.11398476441268,12105.081463765,137.11069835,46138.386807558,-0.018407337881739,2283.0314168678,-0.06159587923167,0.33742378613547,0.15480878218057,0.94203392856606,0.97626704377859,0.003543486074189,7.5236274992417e-10,1.2259150710072e-12,3.1526600189489e-06,1.8337808706545e-21,1.1931959412794e-15,1.6747438872685e-21,0
